RunOrder,Plot,RunDate,Block,Barcode,Firmness.kg,block,Date,HarvestPeriod,Entry,Alias,InstituteName,Species,Organization,Synonym,AcquisitionDate,CountryofOrigin,State,Year,Region
4775,3387,20240607,3,"3387,3,Oso_Grande,20240607",0.2,3,20240607,Harvest2,81C043P603,Oso_Grande,University of California,Fragaria x ananassa,UC DAVIS,Oso_Grande,19810101,Western US,California,1981,University of California
2455,3387,20240517,3,"3387,3,Oso_Grande,20240517",0.24,3,20240517,Harvest1,81C043P603,Oso_Grande,University of California,Fragaria x ananassa,UC DAVIS,Oso_Grande,19810101,Western US,California,1981,University of California
2453,3387,20240517,3,"3387,3,Oso_Grande,20240517",0.22,3,20240517,Harvest1,81C043P603,Oso_Grande,University of California,Fragaria x ananassa,UC DAVIS,Oso_Grande,19810101,Western US,California,1981,University of California
4774,3388,20240607,3,"3388,3,18C492P734,20240607",0.33,3,20240607,Harvest2,18C492P734,18C492P734,University of California,Fragaria x ananassa,UC DAVIS,18C492P734,20180101,Western US,California,2018,University of California
5045,3065,20240607,3,"3065,3,12C147P002,20240607",0.33,3,20240607,Harvest2,12C147P002,12C147P002,University of California,Fragaria x ananassa,UC DAVIS,12C147P002,20120101,Western US,California,2012,University of California
2640,3372,20240517,3,"3372,3,20B241P045,20240517",0.27,3,20240517,Harvest1,20B241P045,20B241P045,University of California,Fragaria x ananassa,UC DAVIS,20B241P045,20200101,Western US,California,2020,University of California
2390,3413,20240517,3,"3413,3,19B052P033,20240517",0.31,3,20240517,Harvest1,19B052P033,19B052P033,University of California,Fragaria x ananassa,UC DAVIS,19B052P033,20190101,Western US,California,2019,University of California
4792,3095,20240607,3,"3095,3,16C001P021,20240607",0.42,3,20240607,Harvest2,16C001P021,16C001P021,University of California,Fragaria x ananassa,UC DAVIS,16C001P021,20160101,Western US,California,2016,University of California
5452,3410,20240607,3,"3410,3,12C189P001,20240607",0.15,3,20240607,Harvest2,12C189P001,12C189P001,University of California,Fragaria x ananassa,UC DAVIS,12C189P001,20120101,Western US,California,2012,University of California
5586,3434,20240607,3,"3434,3,San_Andreas,20240607",0.27,3,20240607,Harvest2,01C139P002,San_Andreas,University of California,Fragaria x ananassa,UC DAVIS,San_Andreas,20010101,Western US,California,2001,University of California
2535,3064,20240517,3,"3064,3,Palomar,20240517",0.26,3,20240517,Harvest1,00C259P002,Palomar,University of California,Fragaria x ananassa,UC DAVIS,Palomar,20000101,Western US,California,2000,University of California
2047,3426,20240517,3,"3426,3,UC_Golden_Gate,20240517",0.41,3,20240517,Harvest1,17C139P045,UC_Golden_Gate,University of California,Fragaria x ananassa,UC DAVIS,UCD_Golden_Gate,20170101,Western US,California,2017,University of California
2435,3335,20240517,3,"3335,3,Camino_Real,20240517",0.49,3,20240517,Harvest1,94C003P011,Camino_Real,University of California,Fragaria x ananassa,UC DAVIS,Camino_Real,19940101,Western US,California,1994,University of California
1886,3184,20240517,3,"3184,3,97C085P006,20240517",0.19,3,20240517,Harvest1,97C085P006,97C085P006,University of California,Fragaria x ananassa,UC DAVIS,97C085P006,19970101,Western US,California,1997,University of California
2469,3157,20240517,3,"3157,3,19C174P009,20240517",0.34,3,20240517,Harvest1,19C174P009,19C174P009,University of California,Fragaria x ananassa,UC DAVIS,19C174P009,20190101,Western US,California,2019,University of California
2587,3094,20240517,3,"3094,3,19C123P011,20240517",0.11,3,20240517,Harvest1,19C123P011,19C123P011,University of California,Fragaria x ananassa,UC DAVIS,19C123P011,20190101,Western US,California,2019,University of California
4802,3094,20240607,3,"3094,3,19C123P011,20240607",0.37,3,20240607,Harvest2,19C123P011,19C123P011,University of California,Fragaria x ananassa,UC DAVIS,19C123P011,20190101,Western US,California,2019,University of California
4831,3371,20240607,3,"3371,3,UCD_Royal_Royce,20240607",0.27,3,20240607,Harvest2,08C123P001,UCD_Royal_Royce,University of California,Fragaria x ananassa,UC DAVIS,UCD_Royal_Royce,20080101,Western US,California,2008,University of California
2165,3337,20240517,3,"3337,3,18C430P006,20240517",0.32,3,20240517,Harvest1,18C430P006,18C430P006,University of California,Fragaria x ananassa,UC DAVIS,18C430P006,20180101,Western US,California,2018,University of California
4961,3320,20240607,3,"3320,3,20B241P134,20240607",0.23,3,20240607,Harvest2,20B241P134,20B241P134,University of California,Fragaria x ananassa,UC DAVIS,20B241P134,20200101,Western US,California,2020,University of California
5508,3156,20240607,3,"3156,3,20C935P006,20240607",0.24,3,20240607,Harvest2,20C935P006,20C935P006,University of California,Fragaria x ananassa,UC DAVIS,20C935P006,20200101,Western US,California,2020,University of California
2190,3354,20240517,3,"3354,3,63C120P001,20240517",0.19,3,20240517,Harvest1,63C120P001,63C120P001,University of California,Fragaria x ananassa,UC DAVIS,63C120P001,19630101,Western US,California,1963,University of California
5217,3205,20240607,3,"3205,3,20B316P005,20240607",0.26,3,20240607,Harvest2,20B316P005,20B316P005,University of California,Fragaria x ananassa,UC DAVIS,20B316P005,20200101,Western US,California,2020,University of California
2124,3428,20240517,3,"3428,3,20B239P009,20240517",0.23,3,20240517,Harvest1,20B239P009,20B239P009,University of California,Fragaria x ananassa,UC DAVIS,20B239P009,20200101,Western US,California,2020,University of California
2456,3383,20240517,3,"3383,3,20B263P047,20240517",0.25,3,20240517,Harvest1,20B263P047,20B263P047,University of California,Fragaria x ananassa,UC DAVIS,20B263P047,20200101,Western US,California,2020,University of California
5495,3414,20240607,3,"3414,3,18A434P038,20240607",0.13,3,20240607,Harvest2,18A434P038,18A434P038,University of California,Fragaria x ananassa,UC DAVIS,18A434P038,20180101,Western US,California,2018,University of California
2081,3424,20240517,3,"3424,3,Carlsbad,20240517",0.43,3,20240517,Harvest1,88C070P613,Carlsbad,University of California,Fragaria x ananassa,UC DAVIS,Carlsbad,19880101,Western US,California,1988,University of California
2431,3384,20240517,3,"3384,3,UCD_Mojo,20240517",0.22,3,20240517,Harvest1,12C166P002,UCD_Mojo,University of California,Fragaria x ananassa,UC DAVIS,UCD_Mojo,20120101,Western US,California,2012,University of California
2083,3424,20240517,3,"3424,3,Carlsbad,20240517",0.31,3,20240517,Harvest1,88C070P613,Carlsbad,University of California,Fragaria x ananassa,UC DAVIS,Carlsbad,19880101,Western US,California,1988,University of California
4830,3371,20240607,3,"3371,3,UCD_Royal_Royce,20240607",0.2,3,20240607,Harvest2,08C123P001,UCD_Royal_Royce,University of California,Fragaria x ananassa,UC DAVIS,UCD_Royal_Royce,20080101,Western US,California,2008,University of California
5269,3336,20240607,3,"3336,3,20C457P002,20240607",0.16,3,20240607,Harvest2,20C457P002,20C457P002,University of California,Fragaria x ananassa,UC DAVIS,20C457P002,20200101,Western US,California,2020,University of California
5618,3433,20240607,3,"3433,3,20B258P044,20240607",0.15,3,20240607,Harvest2,20B258P044,20B258P044,University of California,Fragaria x ananassa,UC DAVIS,20B258P044,20200101,Western US,California,2020,University of California
4801,3094,20240607,3,"3094,3,19C123P011,20240607",0.13,3,20240607,Harvest2,19C123P011,19C123P011,University of California,Fragaria x ananassa,UC DAVIS,19C123P011,20190101,Western US,California,2019,University of California
2166,3337,20240517,3,"3337,3,18C430P006,20240517",0.22,3,20240517,Harvest1,18C430P006,18C430P006,University of California,Fragaria x ananassa,UC DAVIS,18C430P006,20180101,Western US,California,2018,University of California
4751,3334,20240607,3,"3334,3,18C347P046,20240607",0.08,3,20240607,Harvest2,18C347P046,18C347P046,University of California,Fragaria x ananassa,UC DAVIS,18C347P046,20180101,Western US,California,2018,University of California
2133,3356,20240517,3,"3356,3,17C144P005,20240517",0.11,3,20240517,Harvest1,17C144P005,17C144P005,University of California,Fragaria x ananassa,UC DAVIS,17C144P005,20170101,Western US,California,2017,University of California
4766,3328,20240607,3,"3328,3,Monterey,20240607",0.16,3,20240607,Harvest2,01C132P003,Monterey,University of California,Fragaria x ananassa,UC DAVIS,Monterey,20010101,Western US,California,2001,University of California
5576,3423,20240607,3,"3423,3,20B251P041,20240607",0.3,3,20240607,Harvest2,20B251P041,20B251P041,University of California,Fragaria x ananassa,UC DAVIS,20B251P041,20200101,Western US,California,2020,University of California
2648,3162,20240517,3,"3162,3,Portola,20240517",0.55,3,20240517,Harvest1,01C206P005,Portola,University of California,Fragaria x ananassa,UC DAVIS,Portola,20010101,Western US,California,2001,University of California
1798,3065,20240517,3,"3065,3,12C147P002,20240517",0.26,3,20240517,Harvest1,12C147P002,12C147P002,University of California,Fragaria x ananassa,UC DAVIS,12C147P002,20120101,Western US,California,2012,University of California
2512,3409,20240517,3,"3409,3,20C991P018,20240517",0.56,3,20240517,Harvest1,20C991P018,20C991P018,University of California,Fragaria x ananassa,UC DAVIS,20C991P018,20200101,Western US,California,2020,University of California
4803,3094,20240607,3,"3094,3,19C123P011,20240607",0.15,3,20240607,Harvest2,19C123P011,19C123P011,University of California,Fragaria x ananassa,UC DAVIS,19C123P011,20190101,Western US,California,2019,University of California
2464,3158,20240517,3,"3158,3,UC_Keystone,20240517",0.36,3,20240517,Harvest1,17C138P062,UC_Keystone,University of California,Fragaria x ananassa,UC DAVIS,UCD_Keystone,20170101,Western US,California,2017,University of California
5168,3062,20240607,3,"3062,3,20B263P120,20240607",0.22,3,20240607,Harvest2,20B263P120,20B263P120,University of California,Fragaria x ananassa,UC DAVIS,20B263P120,20200101,Western US,California,2020,University of California
2429,3149,20240517,3,"3149,3,Chandler,20240517",0.14,3,20240517,Harvest1,77C032P103,Chandler,University of California,Fragaria x ananassa,UC DAVIS,Chandler,19770101,Western US,California,1977,University of California
5137,3147,20240607,3,"3147,3,11C115P003,20240607",0.18,3,20240607,Harvest2,11C115P003,11C115P003,University of California,Fragaria x ananassa,UC DAVIS,11C115P003,20110101,Western US,California,2011,University of California
5072,3100,20240607,3,"3100,3,65C065P601,20240607",0.15,3,20240607,Harvest2,65C065P601,65C065P601,University of California,Fragaria x ananassa,UC DAVIS,65C065P601,19650101,Western US,California,1965,University of California
2200,3353,20240517,3,"3353,3,18C347P083,20240517",0.14,3,20240517,Harvest1,18C347P083,18C347P083,University of California,Fragaria x ananassa,UC DAVIS,18C347P083,20180101,Western US,California,2018,University of California
5279,3335,20240607,3,"3335,3,Camino_Real,20240607",0.22,3,20240607,Harvest2,94C003P011,Camino_Real,University of California,Fragaria x ananassa,UC DAVIS,Camino_Real,19940101,Western US,California,1994,University of California
5075,3101,20240607,3,"3101,3,18A875P755,20240607",0.14,3,20240607,Harvest2,18A875P755,18A875P755,University of California,Fragaria x ananassa,UC DAVIS,18A875P755,20180101,Western US,California,2018,University of California
2145,3102,20240517,3,"3102,3,12C070P602,20240517",0.19,3,20240517,Harvest1,12C070P602,12C070P602,University of California,Fragaria x ananassa,UC DAVIS,12C070P602,20120101,Western US,California,2012,University of California
2537,3064,20240517,3,"3064,3,Palomar,20240517",0.4,3,20240517,Harvest1,00C259P002,Palomar,University of California,Fragaria x ananassa,UC DAVIS,Palomar,20000101,Western US,California,2000,University of California
2337,3347,20240517,3,"3347,3,Grenada,20240517",0.38,3,20240517,Harvest1,08C055P002,Grenada,University of California,Fragaria x ananassa,UC DAVIS,Grenada,20080101,Western US,California,2008,University of California
5449,3093,20240607,3,"3093,3,18C862P768,20240607",0.11,3,20240607,Harvest2,18C862P768,18C862P768,University of California,Fragaria x ananassa,UC DAVIS,18C862P768,20180101,Western US,California,2018,University of California
2701,3155,20240517,3,"3155,3,20B302P025,20240517",0.18,3,20240517,Harvest1,20B302P025,20B302P025,University of California,Fragaria x ananassa,UC DAVIS,20B302P025,20200101,Western US,California,2020,University of California
5169,3062,20240607,3,"3062,3,20B263P120,20240607",0.22,3,20240607,Harvest2,20B263P120,20B263P120,University of California,Fragaria x ananassa,UC DAVIS,20B263P120,20200101,Western US,California,2020,University of California
2586,3094,20240517,3,"3094,3,19C123P011,20240517",0.26,3,20240517,Harvest1,19C123P011,19C123P011,University of California,Fragaria x ananassa,UC DAVIS,19C123P011,20190101,Western US,California,2019,University of California
2703,3155,20240517,3,"3155,3,20B302P025,20240517",0.26,3,20240517,Harvest1,20B302P025,20B302P025,University of California,Fragaria x ananassa,UC DAVIS,20B302P025,20200101,Western US,California,2020,University of California
2428,3149,20240517,3,"3149,3,Chandler,20240517",0.12,3,20240517,Harvest1,77C032P103,Chandler,University of California,Fragaria x ananassa,UC DAVIS,Chandler,19770101,Western US,California,1977,University of California
2705,3390,20240517,3,"3390,3,20C424P024,20240517",0.26,3,20240517,Harvest1,20C424P024,20C424P024,University of California,Fragaria x ananassa,UC DAVIS,20C424P024,20200101,Western US,California,2020,University of California
5073,3100,20240607,3,"3100,3,65C065P601,20240607",0.14,3,20240607,Harvest2,65C065P601,65C065P601,University of California,Fragaria x ananassa,UC DAVIS,65C065P601,19650101,Western US,California,1965,University of California
5500,3413,20240607,3,"3413,3,19B052P033,20240607",0.29,3,20240607,Harvest2,19B052P033,19B052P033,University of California,Fragaria x ananassa,UC DAVIS,19B052P033,20190101,Western US,California,2019,University of California
5316,3166,20240607,3,"3166,3,89C206P002,20240607",0.21,3,20240607,Harvest2,89C206P002,89C206P002,University of California,Fragaria x ananassa,UC DAVIS,89C206P002,19890101,Western US,California,1989,University of California
2123,3428,20240517,3,"3428,3,20B239P009,20240517",0.22,3,20240517,Harvest1,20B239P009,20B239P009,University of California,Fragaria x ananassa,UC DAVIS,20B239P009,20200101,Western US,California,2020,University of California
5234,3428,20240607,3,"3428,3,20B239P009,20240607",0.14,3,20240607,Harvest2,20B239P009,20B239P009,University of California,Fragaria x ananassa,UC DAVIS,20B239P009,20200101,Western US,California,2020,University of California
2262,3172,20240517,3,"3172,3,17C142P063,20240517",0.12,3,20240517,Harvest1,17C142P063,17C142P063,University of California,Fragaria x ananassa,UC DAVIS,17C142P063,20170101,Western US,California,2017,University of California
5407,3172,20240607,3,"3172,3,17C142P063,20240607",0.24,3,20240607,Harvest2,17C142P063,17C142P063,University of California,Fragaria x ananassa,UC DAVIS,17C142P063,20170101,Western US,California,2017,University of California
2468,3157,20240517,3,"3157,3,19C174P009,20240517",0.39,3,20240517,Harvest1,19C174P009,19C174P009,University of California,Fragaria x ananassa,UC DAVIS,19C174P009,20190101,Western US,California,2019,University of California
5506,3157,20240607,3,"3157,3,19C174P009,20240607",0.3,3,20240607,Harvest2,19C174P009,19C174P009,University of California,Fragaria x ananassa,UC DAVIS,19C174P009,20190101,Western US,California,2019,University of California
2702,3155,20240517,3,"3155,3,20B302P025,20240517",0.41,3,20240517,Harvest1,20B302P025,20B302P025,University of California,Fragaria x ananassa,UC DAVIS,20B302P025,20200101,Western US,California,2020,University of California
1887,3184,20240517,3,"3184,3,97C085P006,20240517",0.29,3,20240517,Harvest1,97C085P006,97C085P006,University of California,Fragaria x ananassa,UC DAVIS,97C085P006,19970101,Western US,California,1997,University of California
2466,3156,20240517,3,"3156,3,20C935P006,20240517",0.26,3,20240517,Harvest1,20C935P006,20C935P006,University of California,Fragaria x ananassa,UC DAVIS,20C935P006,20200101,Western US,California,2020,University of California
5507,3156,20240607,3,"3156,3,20C935P006,20240607",0.18,3,20240607,Harvest2,20C935P006,20C935P006,University of California,Fragaria x ananassa,UC DAVIS,20C935P006,20200101,Western US,California,2020,University of California
2430,3149,20240517,3,"3149,3,Chandler,20240517",0.38,3,20240517,Harvest1,77C032P103,Chandler,University of California,Fragaria x ananassa,UC DAVIS,Chandler,19770101,Western US,California,1977,University of California
5446,3409,20240607,3,"3409,3,20C991P018,20240607",0.39,3,20240607,Harvest2,20C991P018,20C991P018,University of California,Fragaria x ananassa,UC DAVIS,20C991P018,20200101,Western US,California,2020,University of California
5074,3101,20240607,3,"3101,3,18A875P755,20240607",0.17,3,20240607,Harvest2,18A875P755,18A875P755,University of California,Fragaria x ananassa,UC DAVIS,18A875P755,20180101,Western US,California,2018,University of California
5076,3101,20240607,3,"3101,3,18A875P755,20240607",0.17,3,20240607,Harvest2,18A875P755,18A875P755,University of California,Fragaria x ananassa,UC DAVIS,18A875P755,20180101,Western US,California,2018,University of California
2515,3407,20240517,3,"3407,3,12C183P001,20240517",0.25,3,20240517,Harvest1,12C183P001,12C183P001,University of California,Fragaria x ananassa,UC DAVIS,12C183P001,20120101,Western US,California,2012,University of California
5505,3157,20240607,3,"3157,3,19C174P009,20240607",0.14,3,20240607,Harvest2,19C174P009,19C174P009,University of California,Fragaria x ananassa,UC DAVIS,19C174P009,20190101,Western US,California,2019,University of California
5111,3102,20240607,3,"3102,3,12C070P602,20240607",0.13,3,20240607,Harvest2,12C070P602,12C070P602,University of California,Fragaria x ananassa,UC DAVIS,12C070P602,20120101,Western US,California,2012,University of California
2063,3200,20240517,3,"3200,3,19C213P014,20240517",0.36,3,20240517,Harvest1,19C213P014,19C213P014,University of California,Fragaria x ananassa,UC DAVIS,19C213P014,20190101,Western US,California,2019,University of California
2164,3379,20240517,3,"3379,3,Seascape,20240517",0.13,3,20240517,Harvest1,83C049P001,Seascape,University of California,Fragaria x ananassa,UC DAVIS,Seascape,19830101,Western US,California,1983,University of California
5539,3149,20240607,3,"3149,3,Chandler,20240607",0.11,3,20240607,Harvest2,77C032P103,Chandler,University of California,Fragaria x ananassa,UC DAVIS,Chandler,19770101,Western US,California,1977,University of California
2264,3172,20240517,3,"3172,3,17C142P063,20240517",0.16,3,20240517,Harvest1,17C142P063,17C142P063,University of California,Fragaria x ananassa,UC DAVIS,17C142P063,20170101,Western US,California,2017,University of California
2706,3390,20240517,3,"3390,3,20C424P024,20240517",0.26,3,20240517,Harvest1,20C424P024,20C424P024,University of California,Fragaria x ananassa,UC DAVIS,20C424P024,20200101,Western US,California,2020,University of California
2406,3177,20240517,3,"3177,3,Aliso,20240517",0.08,3,20240517,Harvest1,56S115P011,Aliso,University of California,Fragaria x ananassa,UC DAVIS,Aliso,19560101,Western US,California,1956,University of California
2284,3370,20240517,3,"3370,3,18C446P007,20240517",0.41,3,20240517,Harvest1,18C446P007,18C446P007,University of California,Fragaria x ananassa,UC DAVIS,18C446P007,20180101,Western US,California,2018,University of California
5012,3390,20240607,3,"3390,3,20C424P024,20240607",0.18,3,20240607,Harvest2,20C424P024,20C424P024,University of California,Fragaria x ananassa,UC DAVIS,20C424P024,20200101,Western US,California,2020,University of California
2318,3323,20240517,3,"3323,3,20C916P020,20240517",0.3,3,20240517,Harvest1,20C916P020,20C916P020,University of California,Fragaria x ananassa,UC DAVIS,20C916P020,20200101,Western US,California,2020,University of California
2313,3325,20240517,3,"3325,3,20C380P005,20240517",0.21,3,20240517,Harvest1,20C380P005,20C380P005,University of California,Fragaria x ananassa,UC DAVIS,20C380P005,20200101,Western US,California,2020,University of California
2334,3321,20240517,3,"3321,3,19B081P058,20240517",0.54,3,20240517,Harvest1,19B081P058,19B081P058,University of California,Fragaria x ananassa,UC DAVIS,19B081P058,20190101,Western US,California,2019,University of California
2314,3325,20240517,3,"3325,3,20C380P005,20240517",0.27,3,20240517,Harvest1,20C380P005,20C380P005,University of California,Fragaria x ananassa,UC DAVIS,20C380P005,20200101,Western US,California,2020,University of California
5298,3325,20240607,3,"3325,3,20C380P005,20240607",0.26,3,20240607,Harvest2,20C380P005,20C380P005,University of California,Fragaria x ananassa,UC DAVIS,20C380P005,20200101,Western US,California,2020,University of California
5419,3177,20240607,3,"3177,3,Aliso,20240607",0.16,3,20240607,Harvest2,56S115P011,Aliso,University of California,Fragaria x ananassa,UC DAVIS,Aliso,19560101,Western US,California,1956,University of California
5453,3410,20240607,3,"3410,3,12C189P001,20240607",0.32,3,20240607,Harvest2,12C189P001,12C189P001,University of California,Fragaria x ananassa,UC DAVIS,12C189P001,20120101,Western US,California,2012,University of California
5613,3418,20240607,3,"3418,3,18C370P017,20240607",0.24,3,20240607,Harvest2,18C370P017,18C370P017,University of California,Fragaria x ananassa,UC DAVIS,18C370P017,20180101,Western US,California,2018,University of California
2198,3363,20240517,3,"3363,3,20B330P092,20240517",0.55,3,20240517,Harvest1,20B330P092,20B330P092,University of California,Fragaria x ananassa,UC DAVIS,20B330P092,20200101,Western US,California,2020,University of California
5623,3432,20240607,3,"3432,3,Ventana,20240607",0.33,3,20240607,Harvest2,96C042P601,Ventana,University of California,Fragaria x ananassa,UC DAVIS,Ventana,19960101,Western US,California,1996,University of California
5131,3424,20240607,3,"3424,3,Carlsbad,20240607",0.27,3,20240607,Harvest2,88C070P613,Carlsbad,University of California,Fragaria x ananassa,UC DAVIS,Carlsbad,19880101,Western US,California,1988,University of California
2407,3177,20240517,3,"3177,3,Aliso,20240517",0.07,3,20240517,Harvest1,56S115P011,Aliso,University of California,Fragaria x ananassa,UC DAVIS,Aliso,19560101,Western US,California,1956,University of California
1924,3244,20240517,3,"3244,3,19C133P035,20240517",0.27,3,20240517,Harvest1,19C133P035,19C133P035,University of California,Fragaria x ananassa,UC DAVIS,19C133P035,20190101,Western US,California,2019,University of California
2142,3100,20240517,3,"3100,3,65C065P601,20240517",0.11,3,20240517,Harvest1,65C065P601,65C065P601,University of California,Fragaria x ananassa,UC DAVIS,65C065P601,19650101,Western US,California,1965,University of California
5604,3417,20240607,3,"3417,3,20C502P036,20240607",0.27,3,20240607,Harvest2,20C502P036,20C502P036,University of California,Fragaria x ananassa,UC DAVIS,20C502P036,20200101,Western US,California,2020,University of California
2192,3354,20240517,3,"3354,3,63C120P001,20240517",0.13,3,20240517,Harvest1,63C120P001,63C120P001,University of California,Fragaria x ananassa,UC DAVIS,63C120P001,19630101,Western US,California,1963,University of California
4773,3388,20240607,3,"3388,3,18C492P734,20240607",0.26,3,20240607,Harvest2,18C492P734,18C492P734,University of California,Fragaria x ananassa,UC DAVIS,18C492P734,20180101,Western US,California,2018,University of California
5600,3431,20240607,3,"3431,3,19C125P036,20240607",0.38,3,20240607,Harvest2,19C125P036,19C125P036,University of California,Fragaria x ananassa,UC DAVIS,19C125P036,20190101,Western US,California,2019,University of California
2470,3157,20240517,3,"3157,3,19C174P009,20240517",0.53,3,20240517,Harvest1,19C174P009,19C174P009,University of California,Fragaria x ananassa,UC DAVIS,19C174P009,20190101,Western US,California,2019,University of California
4985,3363,20240607,3,"3363,3,20B330P092,20240607",0.32,3,20240607,Harvest2,20B330P092,20B330P092,University of California,Fragaria x ananassa,UC DAVIS,20B330P092,20200101,Western US,California,2020,University of California
4947,3321,20240607,3,"3321,3,19B081P058,20240607",0.13,3,20240607,Harvest2,19B081P058,19B081P058,University of California,Fragaria x ananassa,UC DAVIS,19B081P058,20190101,Western US,California,2019,University of California
2687,3418,20240517,3,"3418,3,18C370P017,20240517",0.39,3,20240517,Harvest1,18C370P017,18C370P017,University of California,Fragaria x ananassa,UC DAVIS,18C370P017,20180101,Western US,California,2018,University of California
2177,3203,20240517,3,"3203,3,20C384P009,20240517",0.12,3,20240517,Harvest1,20C384P009,20C384P009,University of California,Fragaria x ananassa,UC DAVIS,20C384P009,20200101,Western US,California,2020,University of California
5541,3149,20240607,3,"3149,3,Chandler,20240607",0.1,3,20240607,Harvest2,77C032P103,Chandler,University of California,Fragaria x ananassa,UC DAVIS,Chandler,19770101,Western US,California,1977,University of California
2082,3424,20240517,3,"3424,3,Carlsbad,20240517",0.24,3,20240517,Harvest1,88C070P613,Carlsbad,University of California,Fragaria x ananassa,UC DAVIS,Carlsbad,19880101,Western US,California,1988,University of California
5621,3419,20240607,3,"3419,3,Benicia,20240607",0.29,3,20240607,Harvest2,04C039P001,Benicia,University of California,Fragaria x ananassa,UC DAVIS,Benicia,20040101,Western US,California,2004,University of California
5418,3177,20240607,3,"3177,3,Aliso,20240607",0.07,3,20240607,Harvest2,56S115P011,Aliso,University of California,Fragaria x ananassa,UC DAVIS,Aliso,19560101,Western US,California,1956,University of California
5619,3419,20240607,3,"3419,3,Benicia,20240607",0.16,3,20240607,Harvest2,04C039P001,Benicia,University of California,Fragaria x ananassa,UC DAVIS,Benicia,20040101,Western US,California,2004,University of California
2712,3388,20240517,3,"3388,3,18C492P734,20240517",0.13,3,20240517,Harvest1,18C492P734,18C492P734,University of California,Fragaria x ananassa,UC DAVIS,18C492P734,20180101,Western US,California,2018,University of California
5499,3413,20240607,3,"3413,3,19B052P033,20240607",0.29,3,20240607,Harvest2,19B052P033,19B052P033,University of California,Fragaria x ananassa,UC DAVIS,19B052P033,20190101,Western US,California,2019,University of California
2292,3434,20240517,3,"3434,3,San_Andreas,20240517",0.25,3,20240517,Harvest1,01C139P002,San_Andreas,University of California,Fragaria x ananassa,UC DAVIS,San_Andreas,20010101,Western US,California,2001,University of California
5491,3412,20240607,3,"3412,3,20B229P004,20240607",0.23,3,20240607,Harvest2,20B229P004,20B229P004,University of California,Fragaria x ananassa,UC DAVIS,20B229P004,20200101,Western US,California,2020,University of California
5509,3156,20240607,3,"3156,3,20C935P006,20240607",0.2,3,20240607,Harvest2,20C935P006,20C935P006,University of California,Fragaria x ananassa,UC DAVIS,20C935P006,20200101,Western US,California,2020,University of California
2467,3156,20240517,3,"3156,3,20C935P006,20240517",0.35,3,20240517,Harvest1,20C935P006,20C935P006,University of California,Fragaria x ananassa,UC DAVIS,20C935P006,20200101,Western US,California,2020,University of California
4984,3363,20240607,3,"3363,3,20B330P092,20240607",0.48,3,20240607,Harvest2,20B330P092,20B330P092,University of California,Fragaria x ananassa,UC DAVIS,20B330P092,20200101,Western US,California,2020,University of California
2114,3359,20240517,3,"3359,3,12C012P001,20240517",0.31,3,20240517,Harvest1,12C012P001,12C012P001,University of California,Fragaria x ananassa,UC DAVIS,12C012P001,20120101,Western US,California,2012,University of California
4958,3359,20240607,3,"3359,3,12C012P001,20240607",0.32,3,20240607,Harvest2,12C012P001,12C012P001,University of California,Fragaria x ananassa,UC DAVIS,12C012P001,20120101,Western US,California,2012,University of California
2099,3419,20240517,3,"3419,3,Benicia,20240517",0.4,3,20240517,Harvest1,04C039P001,Benicia,University of California,Fragaria x ananassa,UC DAVIS,Benicia,20040101,Western US,California,2004,University of California
5622,3432,20240607,3,"3432,3,Ventana,20240607",0.72,3,20240607,Harvest2,96C042P601,Ventana,University of California,Fragaria x ananassa,UC DAVIS,Ventana,19960101,Western US,California,1996,University of California
2691,3320,20240517,3,"3320,3,20B241P134,20240517",0.48,3,20240517,Harvest1,20B241P134,20B241P134,University of California,Fragaria x ananassa,UC DAVIS,20B241P134,20200101,Western US,California,2020,University of California
1925,3244,20240517,3,"3244,3,19C133P035,20240517",0.25,3,20240517,Harvest1,19C133P035,19C133P035,University of California,Fragaria x ananassa,UC DAVIS,19C133P035,20190101,Western US,California,2019,University of California
5216,3205,20240607,3,"3205,3,20B316P005,20240607",0.35,3,20240607,Harvest2,20B316P005,20B316P005,University of California,Fragaria x ananassa,UC DAVIS,20B316P005,20200101,Western US,California,2020,University of California
5018,3183,20240607,3,"3183,3,20C420P030,20240607",0.18,3,20240607,Harvest2,20C420P030,20C420P030,University of California,Fragaria x ananassa,UC DAVIS,20C420P030,20200101,Western US,California,2020,University of California
2201,3353,20240517,3,"3353,3,18C347P083,20240517",0.12,3,20240517,Harvest1,18C347P083,18C347P083,University of California,Fragaria x ananassa,UC DAVIS,18C347P083,20180101,Western US,California,2018,University of California
5606,3417,20240607,3,"3417,3,20C502P036,20240607",0.24,3,20240607,Harvest2,20C502P036,20C502P036,University of California,Fragaria x ananassa,UC DAVIS,20C502P036,20200101,Western US,California,2020,University of California
2290,3434,20240517,3,"3434,3,San_Andreas,20240517",0.2,3,20240517,Harvest1,01C139P002,San_Andreas,University of California,Fragaria x ananassa,UC DAVIS,San_Andreas,20010101,Western US,California,2001,University of California
5584,3434,20240607,3,"3434,3,San_Andreas,20240607",0.33,3,20240607,Harvest2,01C139P002,San_Andreas,University of California,Fragaria x ananassa,UC DAVIS,San_Andreas,20010101,Western US,California,2001,University of California
